"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Thu Nov 28 12:40:05 GMT 2024","Thu Nov 28 12:40:58 GMT 2024","53150","Surefire suite","Surefire test","com.example.teamcity.ui.SetupServerTest","com.example.teamcity.ui.SetupServerTest","setupTeamCityServerTest","setupTeamCityServerTest",""
"passed","Thu Nov 28 12:41:21 GMT 2024","Thu Nov 28 12:41:21 GMT 2024","0","Surefire suite","Surefire test","com.example.teamcity.api.BuildTypeTest.userBuildTypeTest","com.example.teamcity.api.BuildTypeTest.userBuildTypeTest","projectAdminCreateBuildTypeTest","Project admin should be able to create build type for their project",""
"passed","Thu Nov 28 12:41:20 GMT 2024","Thu Nov 28 12:41:20 GMT 2024","141","Surefire suite","Surefire test","com.example.teamcity.api.ProjectTest.CreateProjectTest","com.example.teamcity.api.ProjectTest.CreateProjectTest","CreateProjectWithoutName","Super user should not be able to create new project without name",""
"passed","Thu Nov 28 12:41:18 GMT 2024","Thu Nov 28 12:41:18 GMT 2024","370","Surefire suite","Surefire test","com.example.teamcity.api.ProjectTest.CreateProjectTest","com.example.teamcity.api.ProjectTest.CreateProjectTest","CreateProjectWithExistingName","Super user should not be able to create project with same name and unique id",""
"passed","Thu Nov 28 12:41:20 GMT 2024","Thu Nov 28 12:41:21 GMT 2024","295","Surefire suite","Surefire test","com.example.teamcity.api.ProjectTest.CreateProjectTest","com.example.teamcity.api.ProjectTest.CreateProjectTest","CreateSubProjectForSpecificParentProject","Super user should be able to create sub project for existing project",""
"passed","Thu Nov 28 12:41:20 GMT 2024","Thu Nov 28 12:41:20 GMT 2024","127","Surefire suite","Surefire test","com.example.teamcity.api.ProjectTest.CreateProjectTest","com.example.teamcity.api.ProjectTest.CreateProjectTest","CreateSubProjectForNonExistingParentProject","Super user should not be able to create subproject for non-existing project",""
"passed","Thu Nov 28 12:41:21 GMT 2024","Thu Nov 28 12:41:21 GMT 2024","1","Surefire suite","Surefire test","com.example.teamcity.api.BuildTypeTest.userBuildTypeTest","com.example.teamcity.api.BuildTypeTest.userBuildTypeTest","projectAdminCreateBuildTypeForAnotherUserProjectTest","Project admin should not be able to create build type for not their project",""
"passed","Thu Nov 28 12:41:21 GMT 2024","Thu Nov 28 12:41:22 GMT 2024","961","Surefire suite","Surefire test","com.example.teamcity.api.BuildTypeTest.userBuildTypeTest","com.example.teamcity.api.BuildTypeTest.userBuildTypeTest","userCreatesBuildTypeTest","User should be able to create build type",""
"passed","Thu Nov 28 12:41:19 GMT 2024","Thu Nov 28 12:41:19 GMT 2024","361","Surefire suite","Surefire test","com.example.teamcity.api.ProjectTest.CreateProjectTest","com.example.teamcity.api.ProjectTest.CreateProjectTest","CreateProjectWithNameOnly","Super user should be able to create project with name and without Id",""
"passed","Thu Nov 28 12:41:18 GMT 2024","Thu Nov 28 12:41:19 GMT 2024","268","Surefire suite","Surefire test","com.example.teamcity.api.ProjectTest.CreateProjectTest","com.example.teamcity.api.ProjectTest.CreateProjectTest","CreateProjectWithLongId","Super user should Not be able to create project with id > 225 characters",""
"passed","Thu Nov 28 12:41:20 GMT 2024","Thu Nov 28 12:41:20 GMT 2024","196","Surefire suite","Surefire test","com.example.teamcity.api.ProjectTest.CreateProjectTest","com.example.teamcity.api.ProjectTest.CreateProjectTest","CreateProjectWithoutPayload","Super user should not be able to create new project with empty request body",""
"passed","Thu Nov 28 12:41:22 GMT 2024","Thu Nov 28 12:41:22 GMT 2024","306","Surefire suite","Surefire test","com.example.teamcity.api.BuildTypeTest.userBuildTypeTest","com.example.teamcity.api.BuildTypeTest.userBuildTypeTest","userCreatesTwoBuildTypesWithTheSameIdTest","User should not be able to create two build types with the same id",""
"passed","Thu Nov 28 12:41:17 GMT 2024","Thu Nov 28 12:41:17 GMT 2024","438","Surefire suite","Surefire test","com.example.teamcity.api.ProjectTest.CreateProjectTest","com.example.teamcity.api.ProjectTest.CreateProjectTest","CreateProjectDuplicate","Super user should not be able to create project with same name and id",""
"passed","Thu Nov 28 12:41:19 GMT 2024","Thu Nov 28 12:41:19 GMT 2024","203","Surefire suite","Surefire test","com.example.teamcity.api.ProjectTest.CreateProjectTest","com.example.teamcity.api.ProjectTest.CreateProjectTest","CreateProjectWithWrongIdFormat","Super user should Not be able to create project with id started with digits",""
"passed","Thu Nov 28 12:41:15 GMT 2024","Thu Nov 28 12:41:16 GMT 2024","1566","Surefire suite","Surefire test","com.example.teamcity.api.ProjectTest.CreateProjectTest","com.example.teamcity.api.ProjectTest.CreateProjectTest","CreateProject","Super user should be able to create project",""
"passed","Thu Nov 28 12:41:17 GMT 2024","Thu Nov 28 12:41:18 GMT 2024","464","Surefire suite","Surefire test","com.example.teamcity.api.ProjectTest.CreateProjectTest","com.example.teamcity.api.ProjectTest.CreateProjectTest","CreateProjectWithExistingId","Super user should not be able to create new project with same id of existing project and unique name of existing project",""
