"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed Nov 27 21:30:30 GMT 2024","Wed Nov 27 21:30:30 GMT 2024","403","Surefire suite","Surefire test","com.example.teamcity.api.ProjectTest.CreateProjectTest","com.example.teamcity.api.ProjectTest.CreateProjectTest","CreateProjectWithExistingId","Super user should not be able to create new project with same id of existing project and unique name of existing project",""
"passed","Wed Nov 27 21:30:34 GMT 2024","Wed Nov 27 21:30:34 GMT 2024","336","Surefire suite","Surefire test","com.example.teamcity.api.BuildTypeTest.userBuildTypeTest","com.example.teamcity.api.BuildTypeTest.userBuildTypeTest","userCreatesTwoBuildTypesWithTheSameIdTest","User should not be able to create two build types with the same id",""
"passed","Wed Nov 27 21:30:31 GMT 2024","Wed Nov 27 21:30:32 GMT 2024","235","Surefire suite","Surefire test","com.example.teamcity.api.ProjectTest.CreateProjectTest","com.example.teamcity.api.ProjectTest.CreateProjectTest","CreateProjectWithWrongIdFormat","Super user should Not be able to create project with id started with digits",""
"passed","Wed Nov 27 21:30:33 GMT 2024","Wed Nov 27 21:30:33 GMT 2024","0","Surefire suite","Surefire test","com.example.teamcity.api.BuildTypeTest.userBuildTypeTest","com.example.teamcity.api.BuildTypeTest.userBuildTypeTest","projectAdminCreateBuildTypeTest","Project admin should be able to create build type for their project",""
"passed","Wed Nov 27 21:30:32 GMT 2024","Wed Nov 27 21:30:32 GMT 2024","183","Surefire suite","Surefire test","com.example.teamcity.api.ProjectTest.CreateProjectTest","com.example.teamcity.api.ProjectTest.CreateProjectTest","CreateProjectWithoutPayload","Super user should not be able to create new project with empty request body",""
"passed","Wed Nov 27 21:30:29 GMT 2024","Wed Nov 27 21:30:29 GMT 2024","504","Surefire suite","Surefire test","com.example.teamcity.api.ProjectTest.CreateProjectTest","com.example.teamcity.api.ProjectTest.CreateProjectTest","CreateProjectDuplicate","Super user should not be able to create project with same name and id",""
"passed","Wed Nov 27 21:30:33 GMT 2024","Wed Nov 27 21:30:34 GMT 2024","964","Surefire suite","Surefire test","com.example.teamcity.api.BuildTypeTest.userBuildTypeTest","com.example.teamcity.api.BuildTypeTest.userBuildTypeTest","userCreatesBuildTypeTest","User should be able to create build type",""
"passed","Wed Nov 27 21:30:33 GMT 2024","Wed Nov 27 21:30:33 GMT 2024","1","Surefire suite","Surefire test","com.example.teamcity.api.BuildTypeTest.userBuildTypeTest","com.example.teamcity.api.BuildTypeTest.userBuildTypeTest","projectAdminCreateBuildTypeForAnotherUserProjectTest","Project admin should not be able to create build type for not their project",""
"passed","Wed Nov 27 21:30:30 GMT 2024","Wed Nov 27 21:30:30 GMT 2024","300","Surefire suite","Surefire test","com.example.teamcity.api.ProjectTest.CreateProjectTest","com.example.teamcity.api.ProjectTest.CreateProjectTest","CreateProjectWithExistingName","Super user should not be able to create project with same name and unique id",""
"passed","Wed Nov 27 21:30:32 GMT 2024","Wed Nov 27 21:30:32 GMT 2024","165","Surefire suite","Surefire test","com.example.teamcity.api.ProjectTest.CreateProjectTest","com.example.teamcity.api.ProjectTest.CreateProjectTest","CreateSubProjectForNonExistingParentProject","Super user should not be able to create subproject for non-existing project",""
"passed","Wed Nov 27 21:29:19 GMT 2024","Wed Nov 27 21:30:11 GMT 2024","52767","Surefire suite","Surefire test","com.example.teamcity.ui.SetupServerTest","com.example.teamcity.ui.SetupServerTest","setupTeamCityServerTest","setupTeamCityServerTest",""
"passed","Wed Nov 27 21:30:31 GMT 2024","Wed Nov 27 21:30:31 GMT 2024","232","Surefire suite","Surefire test","com.example.teamcity.api.ProjectTest.CreateProjectTest","com.example.teamcity.api.ProjectTest.CreateProjectTest","CreateProjectWithLongId","Super user should Not be able to create project with id > 225 characters",""
"passed","Wed Nov 27 21:30:32 GMT 2024","Wed Nov 27 21:30:33 GMT 2024","392","Surefire suite","Surefire test","com.example.teamcity.api.ProjectTest.CreateProjectTest","com.example.teamcity.api.ProjectTest.CreateProjectTest","CreateSubProjectForSpecificParentProject","Super user should be able to create sub project for existing project",""
"passed","Wed Nov 27 21:30:27 GMT 2024","Wed Nov 27 21:30:29 GMT 2024","1687","Surefire suite","Surefire test","com.example.teamcity.api.ProjectTest.CreateProjectTest","com.example.teamcity.api.ProjectTest.CreateProjectTest","CreateProject","Super user should be able to create project",""
"passed","Wed Nov 27 21:30:31 GMT 2024","Wed Nov 27 21:30:31 GMT 2024","290","Surefire suite","Surefire test","com.example.teamcity.api.ProjectTest.CreateProjectTest","com.example.teamcity.api.ProjectTest.CreateProjectTest","CreateProjectWithNameOnly","Super user should be able to create project with name and without Id",""
"passed","Wed Nov 27 21:30:32 GMT 2024","Wed Nov 27 21:30:32 GMT 2024","168","Surefire suite","Surefire test","com.example.teamcity.api.ProjectTest.CreateProjectTest","com.example.teamcity.api.ProjectTest.CreateProjectTest","CreateProjectWithoutName","Super user should not be able to create new project without name",""
