"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed Nov 27 15:38:25 GMT 2024","Wed Nov 27 15:38:25 GMT 2024","1","Surefire suite","Surefire test","com.example.teamcity.api.BuildTypeTest.userBuildTypeTest","com.example.teamcity.api.BuildTypeTest.userBuildTypeTest","projectAdminCreateBuildTypeTest","Project admin should be able to create build type for their project",""
"passed","Wed Nov 27 15:38:26 GMT 2024","Wed Nov 27 15:38:27 GMT 2024","385","Surefire suite","Surefire test","com.example.teamcity.api.BuildTypeTest.userBuildTypeTest","com.example.teamcity.api.BuildTypeTest.userBuildTypeTest","userCreatesTwoBuildTypesWithTheSameIdTest","User should not be able to create two build types with the same id",""
"passed","Wed Nov 27 15:38:22 GMT 2024","Wed Nov 27 15:38:22 GMT 2024","267","Surefire suite","Surefire test","com.example.teamcity.api.ProjectTest.CreateProjectTest","com.example.teamcity.api.ProjectTest.CreateProjectTest","CreateProjectWithExistingName","Super user should not be able to create project with same name and unique id",""
"passed","Wed Nov 27 15:38:25 GMT 2024","Wed Nov 27 15:38:26 GMT 2024","1096","Surefire suite","Surefire test","com.example.teamcity.api.BuildTypeTest.userBuildTypeTest","com.example.teamcity.api.BuildTypeTest.userBuildTypeTest","userCreatesBuildTypeTest","User should be able to create build type",""
"passed","Wed Nov 27 15:38:23 GMT 2024","Wed Nov 27 15:38:24 GMT 2024","267","Surefire suite","Surefire test","com.example.teamcity.api.ProjectTest.CreateProjectTest","com.example.teamcity.api.ProjectTest.CreateProjectTest","CreateProjectWithWrongIdFormat","Super user should Not be able to create project with id started with digits",""
"passed","Wed Nov 27 15:38:25 GMT 2024","Wed Nov 27 15:38:25 GMT 2024","2","Surefire suite","Surefire test","com.example.teamcity.api.BuildTypeTest.userBuildTypeTest","com.example.teamcity.api.BuildTypeTest.userBuildTypeTest","projectAdminCreateBuildTypeForAnotherUserProjectTest","Project admin should not be able to create build type for not their project",""
"passed","Wed Nov 27 15:38:23 GMT 2024","Wed Nov 27 15:38:23 GMT 2024","353","Surefire suite","Surefire test","com.example.teamcity.api.ProjectTest.CreateProjectTest","com.example.teamcity.api.ProjectTest.CreateProjectTest","CreateProjectWithNameOnly","Super user should be able to create project with name and without Id",""
"passed","Wed Nov 27 15:37:13 GMT 2024","Wed Nov 27 15:38:03 GMT 2024","50133","Surefire suite","Surefire test","com.example.teamcity.ui.SetupServerTest","com.example.teamcity.ui.SetupServerTest","setupTeamCityServerTest","setupTeamCityServerTest",""
"passed","Wed Nov 27 15:38:24 GMT 2024","Wed Nov 27 15:38:25 GMT 2024","375","Surefire suite","Surefire test","com.example.teamcity.api.ProjectTest.CreateProjectTest","com.example.teamcity.api.ProjectTest.CreateProjectTest","CreateSubProjectForSpecificParentProject","Super user should be able to sub create project for existing project",""
"passed","Wed Nov 27 15:38:24 GMT 2024","Wed Nov 27 15:38:24 GMT 2024","188","Surefire suite","Surefire test","com.example.teamcity.api.ProjectTest.CreateProjectTest","com.example.teamcity.api.ProjectTest.CreateProjectTest","CreateProjectWithoutName","Super user should not be able to create new project without name",""
"passed","Wed Nov 27 15:38:24 GMT 2024","Wed Nov 27 15:38:24 GMT 2024","203","Surefire suite","Surefire test","com.example.teamcity.api.ProjectTest.CreateProjectTest","com.example.teamcity.api.ProjectTest.CreateProjectTest","CreateSubProjectForNonExistingParentProject","Super user should not be able to create subproject for non-existing project",""
"passed","Wed Nov 27 15:38:24 GMT 2024","Wed Nov 27 15:38:24 GMT 2024","224","Surefire suite","Surefire test","com.example.teamcity.api.ProjectTest.CreateProjectTest","com.example.teamcity.api.ProjectTest.CreateProjectTest","CreateProjectWithoutPayload","Super user should not be able to create new project with empty request body",""
"passed","Wed Nov 27 15:38:21 GMT 2024","Wed Nov 27 15:38:21 GMT 2024","448","Surefire suite","Surefire test","com.example.teamcity.api.ProjectTest.CreateProjectTest","com.example.teamcity.api.ProjectTest.CreateProjectTest","CreateProjectDuplicate","Super user should not be able to create project with same name and id",""
"passed","Wed Nov 27 15:38:23 GMT 2024","Wed Nov 27 15:38:23 GMT 2024","212","Surefire suite","Surefire test","com.example.teamcity.api.ProjectTest.CreateProjectTest","com.example.teamcity.api.ProjectTest.CreateProjectTest","CreateProjectWithLongId","Super user should Not be able to create project with id > 225 characters",""
"passed","Wed Nov 27 15:38:22 GMT 2024","Wed Nov 27 15:38:22 GMT 2024","374","Surefire suite","Surefire test","com.example.teamcity.api.ProjectTest.CreateProjectTest","com.example.teamcity.api.ProjectTest.CreateProjectTest","CreateProjectWithExistingId","Super user should not be able to create new project with same id of existing project and unique name of existing project",""
"passed","Wed Nov 27 15:38:18 GMT 2024","Wed Nov 27 15:38:21 GMT 2024","2199","Surefire suite","Surefire test","com.example.teamcity.api.ProjectTest.CreateProjectTest","com.example.teamcity.api.ProjectTest.CreateProjectTest","CreateProject","Super user should be able to create project",""
